"PID","Title","Keywords","Content"
"1538664","Resilient Resource Allocation for Service Placement in Mobile Edge Clouds","[]","
mobile edge computing makes available distributed computation and stor-age resources in close proximity to end users and allows to provide low-latencyand high-capacity services within mobile networks. therefore, mobile edgecomputing is emerging as a promising architecture for hosting critical ser-vices with stringent latency and performance requirements, which otherwiseare challenging to be addressed in conventional cloud computing architectures.notable use cases of mobile edge computing include real-time data analyticservices, industrial process control, and computation offloading for internetof things devices. however, those services rely on efficient resource manage-ment, including resource dimensioning and service placement, and require tobe resilient to cyber-attacks, to faulty components and to operation mistakes.the work in this thesis proposes models of resilient resource management thatsupport rapid response to incidents in mobile edge computing and developsefficient algorithms for the resulting resource management problems.


in the first part of the thesis, we consider resilient resource managementfor edge computing systems in which failover is realized by restoring additionalservice instances in different mobile edge computing nodes in case of failures.we first develop a placement algorithm based on benders decomposition andlinear relaxation to determine the mobile edge computing nodes to be openedand to compute the placement of the service instances with respect to a set ofconsidered failure scenarios, with the objective of minimizing operation costs.upon the occurrence of a failure scenario, service migration is to be triggeredto migrate the service instances from one placement to another placement, forwhich we further develop service migration algorithms to schedule migrationunder time constraints, so as to minimize service interruptions.


in the second part of the thesis, we consider resilient resource manage-ment in mobile edge computing for services with different levels of resiliencerequirements. resilience is achieved by synchronizing states of the servicesto two types of standby instances that maintain the trade-off between en-ergy consumption and activation time such that the standby instances cantake over the service seamlessly as an instantaneous failure response. we for-mulate the joint problem of resource dimensioning and service placement forminimizing energy consumption and prove that it is np-hard. we propose anefficient approximation algorithm based on lagrangian relaxation to decidethe type, amount, and locations of the computation resources and to com-pute the placement of service instances and their standby instances. we thenconsider the same resilience model but for hosting periodic services in mo-bile edge computing systems with resources portioned into availability zones,under schedulability constraints. we formulate the corresponding resilient re-source management problem as a non-linear programming problem and provethat it is np-hard. we propose efficient solutions based on approximationprogramming and primal-dual approaches for resilient service placement.


by considering different models of resilient service placement in mobileedge computing, the results in this thesis provide effective, efficient, and scal-able resource management algorithms for emerging mobile edge computingsystems.

"
"761882","Resilient routing and spectrum assignment in Elastic Optical Networks under Dynamic Traffic","[]","
transparent elastic optical networks (eon) are seen as a promising solution for future optical transport networks to keep up with internet traffic growth, as they allow provisioning connections with different bandwidth requirements in an efficient way. to achieve high spectrum efficiency in these networks, making good routing, modulation and spectrum assignment (rmlsa) decisions is essential. since fiber cuts are common, resiliency against single-link failures is another important topic. this can be provided efficiently through shared-path protection (spp), which in turn complicates the rmlsa problem.


existing routing, modulation and spectrum assignment algorithms for spp focus on the two-step approach, where primary paths are selected independently of their backup path options. however, selecting a different primary path can allow for a better backup path with higher shareability of backup resources if primary and backup path pairs are considered together. previous studies on spp in eons mostly consider the static traffic scenario. under a dynamic traffic scenario, where unpredictable connection re-quests arrive and terminate over time, fragmentation of spectral resources has a significant impact on the network performance.


in this thesis, a new algorithm is proposed for spp in eons against single-link failures where primary and backup path pairs are selected jointly, thereby minimizing fragmentation and maximizing shareability which leads to better network performance in terms of blocking probability. unlike existing algorithms, the primary and backup path and spectrum are decided simultaneously from a set of candidate path pairs and the spectrum assignment is done using a hybrid cost metric. the metric is a weighted combination of existing metrics that integrates fragmentation and shareability into a multi-objective function.


using network traffic simulations in two reference networks, the effect of the different cost functions on the algorithm’s behavior is explored and an optimal set of weights is determined. with this parameterization, traffic simulations in a scaled-down sample us network topology with load values of 190-240 erlang, corresponding to blocking probabilities of 0.1% to 1%, show an average improvement over the reference algorithm of 79% in blocking probability, 6.9% in shareability and 5.9% in spectrum fragmentation. it is also shown that most of this improvement is caused by joint primary-backup path assignments. the hybrid cost function reduces blocking by a further 10%.

"
"1556115","Resolvable ambiguity : Principled resolution of syntactically ambiguous programs","['syntax', 'ambiguity']","
When building a new programming language, it can be useful to compose parts of existing languages to avoid repeating implementation work. However, this is problematic already at the syntax level, as composing the grammars of language fragments can easily lead to an ambiguous grammar. State-of-the-art parser tools cannot handle ambiguity truly well: either the grammar cannot be handled at all, or the tools give little help to an end-user who writes an ambiguous program. This composability problem is twofold: (i) how can we detect if the composed grammar is ambiguous, and (ii) if it is ambiguous, how can we help a user resolve an ambiguous program? In this paper, we depart from the traditional view of unambiguous grammar design and enable a language designer to work with an ambiguous grammar, while giving users the tools needed to handle these ambiguities. We introduce the concept of resolvable ambiguity wherein a user can resolve an ambiguous program by editing it, as well as an approach to computing the resolutions of an ambiguous program. Furthermore, we present a method based on property-based testing to identify if a composed grammar is unambiguous, resolvably ambiguous, or unresolvably ambiguous. The method is implemented in Haskell and evaluated on a large set of language fragments selected from different languages. The evaluation shows that (i) the approach can handle significantly more cases of language compositions compared to approaches which ban ambiguity altogether, and (ii) that the approach is fast enough to be used in practice.

"
"1047564","Resolving Higher-Order Conflicts in Edit History Refactoring","[]","
when committing source code changes to a version control system, these changes might affect more than one of several tasks connected to the project. this can have a bad impact on analysis of changes. it can also make it difficult to reuse or undo previous changes, or difficult to understand the evolution of software. with edit history refactoring, the edit history of source code can be reconfigured to help the developer separate commits into smaller commits. thereby, one can avoid commits that affect more than one task. however, separated commits can have unwanted effects on the source code. the aim of this thesis project is to resolve conflicts that may occur when refactoring an edit history. changes have been made to historef, a tool created by saeki laboratory at tokyo institute of technology. this tool uses the technique of edit history refactoring. the changes help the tool evaluate possible edit history refactorings in order to suggest one that avoids source code con- flicts. by testing examples of edit histories, one can show that the tool can avoid different types of conflicts and the separated commits can be commited to a version control system without unwanted effects.

"
"1605838","Resource Allocation for Data-Intensive Services in the Cloud","['cloud computing', 'qos-aware resource allocation', 'elasticity controller', 'multi-socket systems', 'non-uniform memory access', 'page placement', 'memory-intensive applications']","
Cloud computing has become ubiquitous due to its resource flexibility and cost efficiency. Resource flexibility allows Cloud users to elastically scale their Cloud resources, for instance, by horizontally scaling the number of virtual machines allocated to each application as the application demands change. However, matching resource demands to applications is non-trivial and applications experiencing highly dynamic workloads make it much more difficult. Cost efficiency is primarily achieved through workload consolidation, i.e., by co-locating applications on the same physical host. Unfortunately, workload consolidation often comes at a performance penalty, as consolidated applications contend for shared resources, leading to interference and performance unpredictability. Interference is particularly destructive for latency-critical applications, which must meet strict quality of service (QoS) requirements. Another significant technological trend is the growing prevalence of multi-socket systems in contemporary data centers. However, to the best of our knowledge, existing proposals for QoS-aware resource allocation are, by design, not tailored to multi-socket systems. Specifically, existing proposals do not support cross-socket sharing of memory, which entails a sub-optimal use of multi-socket host’s aggregate memory resources. This thesis focuses on two aspects of Cloud resource management namely, QoS-aware elasticity and resource arbitration, on two levels: inter-node resource management and intra-node resource management. In the first level, we consider the number of virtual machines (VMs) as the main resource to allocate and de-allocate for horizontal auto-scaling of an elastic service or application in the Cloud. In the intra-node resource management, we treat the memory bandwidth in multi-socket system as the resource to arbitrate among co-located applications. In both levels, the overall goal of this thesis is to provide resource management mechanisms that automatically adapt the resources allocated to data-intensive services to improve resource utilization while meeting service-level objectives (SLOs). In the context of inter-node resource management for auto-scaling of elastic Cloud services, this thesis improves the usefulness of elasticity controllers by addressing some of the challenges posed by current model-predictive control systems (such as training and tuning of the controller and adapting it to different workload patterns). To enable elastic execution of Cloud-based services using model-predictive control, we propose, implement, and evaluate OnlineElastMan, a self-trained proactive elasticity manager for Cloud-based storage services. OnlineElastMan excels its peers with its practical aspects, including easily measurable and obtainable performance and QoS metrics, automatic online training, and an embedded generic workload prediction module. Our evaluation shows that OnlineElastMan continuously improves its provision accuracy, minimizing provisioning cost and SLO violations, under various workload patterns. In the context of intra-node resource management, this thesis departs from the observation that, since state-of-the-art QoS-aware resource allocation systems disallow cross socket sharing of memory among consolidated applications, the memory bandwidth resources of multi-socket hosts cannot be properly exploited. Therefore, this thesis aims at filling that gap by designing, implementing and evaluating two novel techniques for memory bandwidth allocation for multi-socket Cloud nodes. First, we propose BWAP, a novel bandwidth-aware page placement tool for memory-intensive applications on non-uniform memory access (NUMA) systems. BWAP takes the asymmetric bandwidths of every NUMA node into account to determine and enforce an optimized application-specific weighted interleaving. Our evaluations on a diverse set of memory-intensive workloads, show that BWAP achieves up to 4× speedups when compared to a first-touch baseline policy (as provided by Linux’s default). Second, we propose BALM, a QoS-aware memory bandwidth allocation technique for multi-socket architectures. The key insight of BALM, is to combine commodity bandwidth allocation mechanisms originally designed for single socket with a novel adaptive cross-socket page migration scheme. Our evaluation shows that BALM can safeguard the SLO of latency-critical applications, with marginal SLO violation windows, while delivering up to 87% throughput gains to bandwidth-intensive best-effort applications compared to state-of-the-art alternatives. All solutions proposed and presented in this thesis, namely OnlineElastMan, BWAPand BALM, have been implemented and evaluated on real-world workloads. The result indicates the feasibility and effectiveness of our proposed approaches to improve inter-resource and intra-resource management through QoS-aware elastic execution and effective arbitration of resources among consolidated workloads in Cloud nodes.

"
"1158218","Resource efficient travel mode recognition (Resurseffektiv transportlägesigenkänning)","['transportation mode recognition', 'hierarchical classification', 'smartphone sensors']","
in this report we attempt to provide insights to how a resource efficient solution for transportation mode recognition can be implemented on a smartphone using the accelerometer and magnetometer as sensors for data collection. the proposed system uses a hierarchical classification process where instances are first classified as vehicles or non-vehicles, then as wheel or rail vehicles, and lastly as belonging to one of the transportation modes: bus, car, motorcycle, subway, or train. a virtual gyroscope is implemented as a low-power source of simulated gyroscope data. features are extracted from the accelerometer, magnetometer and virtual gyroscope readings that are sampled at 30 hz, before they are classified using machine learning algorithms from the weka machine learning library.


an android application was developed to classify real-time data, and the resource consumption of the application was measured using the trepn profiler application. the proposed system achieves an overall accuracy of 82.7% and a vehicular accuracy of 84.9% using a 5 second window with 75% overlap while having an average power consumption of 8.5 mw. 

"
"12198","Resource Lean and Portable Automatic Text Summarization","['holsum', 'language independent', 'holistic', 'summarization', 'lexical semantics', 'co-occurrence statistics', 'word space model', 'bag-of-words', 'bag-of-concepts', 'random indexing', 'swesum', 'news corpus', 'extract corpus']","
today, with digitally stored information available in abundance, even for many minor languages, this information must by some means be filtered and extracted in order to avoid drowning in it. automatic summarization is one such technique, where a computer summarizes a longer text to a shorter non-rendundant form. apart from the major languages of the world there are a lot of languages for which large bodies of data aimed at language technology research to a high degree are lacking. there might also not be resources available to develop such bodies of data, since it is usually time consuming and requires substantial manual labor, hence being expensive. nevertheless, there will still be a need for automatic text summarization for these languages in order to subdue this constantly increasing amount of electronically produced text.


this thesis thus sets the focus on automatic summarization of text and the evaluation of summaries using as few human resources as possible. the resources that are used should to as high extent as possible be already existing, not specifically aimed at summarization or evaluation of summaries and, preferably, created as part of natural literary processes. moreover, the summarization systems should be able to be easily assembled using only a small set of basic language processing tools, again, not specifically aimed at summarization/evaluation. the summarization system should thus be near language independent as to be quickly ported between different natural languages.


the research put forth in this thesis mainly concerns three computerized systems, one for near language independent summarization – the holsum summarizer"
"849934","RESTful Services in an Enterprise Environment : A Comparative Case Study of Speciﬁcation Formats and HATEOAS (REST-tjänster i en enterprise-miljö : En jämförande fallstudie av speciﬁkationsformat och HATEOAS)","['rest restful services hateoas swagger raml api blueprint wadl']","
restful services are becoming increasingly popular. this work, that was carried out at scania it, investigates how a restful service should be designed and specified so that it meets the demands of an enterprise environment. in particular, this report will focus on documentation and validation of restful services, i.e. specifications. these are important aspects in an enterprise environment. the investigation consists of a comparative case study of four specification formats and hypermedia as the engine of application state (hateoas). the results show that the most commonly used specification formats have flaws. they also suggest that swagger and raml (restful api modeling language) are the two most mature formats. the results also show that hateoas, which is a more dynamic approach, can be useful in an enterprise environment but that it requires careful design.

"
"701997","Retrospective Case Study of Software Faults : How Faults Could Have Been Detected (Retrospektiv fallstudie av mjukvarufel : Hur fel kunde ha upptäckts)","[]","
this report presents a case study of software faults conducted on behalf of scania. the aim of the thesis was to show where faults occur and how early they could have been detected. the approach chosen was to study and categorize previously reported software faults. the faults studied came from a project which relied mostly on high level testing. the categorization included both fault types and methods for detecting the faults as early as possible. the results showed that most faults studied could have been found earlier. this indicates that more effort put into testing at a lower level could have been beneficial.

"
"861527","Reusable Method for Behavioural Regulation of Executing Real-time Embedded Systems (Återanvändbar metod för beteendereglering av inbyggda realtidssystem)","['real-time embedded systems', 'behavioural regulation', 'computational reflection', 'inbyggda realtidssystem', 'beteendereglering']","
traditionally, real-time applications have been executed within an isolatedembedded system, but this is becoming outdated. these systems are growing andbecoming larger, more distributed and complex, and are often closely integratedwith the external structure. the ability to dynamically adapt and regulate thesesort of systems during runtime is an increasingly desired feature. it can increaseits lifespan and save costs in the form of both money and time. this thesisproposes a method to perform this dynamic adaptation and regulation with theconcept of computational reflection. the method is conformed to support theconstrained and varied environment faced when working with distributedembedded real-time systems. a prototype framework of the method has beenrealized in the programming language c++. this framework is lightweight anduses a minimum amount of dependencies. by including this framework into anexisting program and registering variables into the framework, the variables gainreflective properties. these properties are dynamic regulation and limited selfawareness.lastly, the framework has been evaluated regarding its computationalload and memory consumption. this, in order to show how much extra strainthis sort of method would inflict on an existing system. the results show that,relative the functionality it provides, the strain is low in most of the cases.however, in a hard real-time environment this might not be a viable solution.

"
"1151407","RNN-based sequence prediction as an alternative or complement to traditional recommender systems (RNN-baserad sekvensförutsägelse som ett alternativ eller kimplement till traditionella recommender-system)","['rnn recommender system']","
the recurrent neural networks have the ability to grasp the temporal patterns withinthe data. this is a property that can be used in order to help a recommender system bettertaking into account the user past history. still the dimensionality problem that raiseswithin the recommender system field also raises here as the number of items the systemhave to be aware of is susceptibility high.


recent research have studied the use of such neural networks at a user’s session level.this thesis rather examines the use of this technique at a whole user’s past history levelassociated with techniques such as embeddings and softmax sampling in order to accommodatewith the high dimensionality.


the proposed method results in a sequence prediction model that can be used as is forthe recommender task or as a feature within a more complex system.

"
"676665","RoboCup 2D Soccer Simulation League","[]","
robocup 2d soccer simulation league is an international


artificial intelligence (ai) competition in which computer


programs compete in soccer.


this report will present the work of analyzing the successful


teamwrighteagle, and the isolation of the key strategic


and behavioral aspects that make them successful. it


will also present the work of creating a new team in which


the aspects exctracted from wrighteagle has been implemented,


but in a much simpler way.


it was found that good passing play, good stamina


preservation and the ability to stay spread out werewrighteagle’s


key strategic and behavioral aspects. while these aspects


has been implemented in the created team, the lack


of good core functionality proved to be a more

"
"675616","Robocup Soccer (Robocup Soccer)","[]","
there have been an increasing interest in combining artifical


intelligence with sports in the last decade. in the


robocup simulation league soccer is simulated and a championship


is held annually where several multi agent systems


compete. what similarities and differences can be found


between simulated soccer and real soccer? how is an effective


team created? this essay examines methods of improvement


by analyzing previous research and suggest new


possible solutions.


the results of these litterary studies, identified similarities


in the importance of role distributions on the field and


the need for efficient tactics. the most significant difference


found is that localization is a task that requires more


effort in a simulation environment.


several methods implemented in successful teams were


identified and findings from this essay made several contributions


to the current litterature.

"
"676675","RoboCup Soccer - The TeamFundamentals","[]","
the robocup 2d soccer simulator is an international project for the development


of multiagent systems and articial intelligence in which programmed


teams compete in simulated soccer.


this report aims to answer the question \what is a basic team?"". in


order to do this, it rst identies and analyses the key components and


functionalities of basic teams. further, it presents the work of creating a


fully functional team with these fundamentals implemented. in order to


evaluate the created team various test matches were set up, with their results


analysed. finally the report discusses possible future work.


the results from the evaluation shows that the created team is of a functional


but basic standard, which suggests that the team fundamentals were


well dened and that the team is a solid base for further development.

"
"1622356","Robot Gaze Behaviour for Handling Confrontational Scenarios (Blickbeteendet hos en robot för att hantera konfrontationsscenarier)","['eye gaze', 'gaze behaviour', 'human-like', 'model', 'human-robot interaction (hri)', 'social robots', 'confrontational scenarios', 'blick', 'blickbeteende', 'modell', 'sociala robotar', 'konfrontationsscenario']","
in everyday communication, humans utilise eye gaze due to its importance as a communication tool. as technology evolves, social robots are expected to become more adopted in society and, since they interact with humans, they should similarly use eye gaze to elevate the level of the interaction and increase humans’ perception of them. previous studies have shown that robots possessing human-like gaze behaviour increase the interactants’ task performance and their perception of the robot. however, social robots must also be able to behave and respond appropriately when humans act inappropriately, and failure in doing so may normalize bad behaviour even towards other humans. additionally, with the recent progress of wearable eyetracking technology, there is interest to see how this technology can be used to help generate human gaze into a robot. this thesis work investigates how the eye gaze behaviour from a human being can be modeled into the robot furhat to behave more human-like in a confrontational scenario. it further investigates how a robot possessing the developed human-like gaze model compares to a robot using a believable heuristic gaze model. we created a pipeline which concerned selecting scenarios, conducting roleplays between actors of these scenarios to collect gaze, extracting and processing that gaze data and extracting probability distributions that the human-like model would utilise. our model used frequencies to determine where to gaze and head rotation, while gamma distributions were used to sample gaze length. we then executed an online video study with the two robot conditions where participants rated either robot by filling out a questionnaire. the results show that while no statistical difference could be found, the human-like condition scored higher on the measures anthropomorphism/human-likeness and composure, whereas the heuristic condition rated higher on expertise and extroversion. as such, the human-like model did not yield a significant benefit on robot perception to opt for it. still, we suggest that the pipeline used in this thesis work may help hri researchers to perform gaze studies and possibly build a foundation for further development. 

"
"882796","Robot Localization in Dynamic Environments, Robotlokalisering i dynamiska miljöer","['localization', 'mapping']","
In recent decades research and development in the field of robotics has been rapidly growing. A result of this growth can be seen in the wide spread increase of the use of robots in industry. However, the field of robotics does not only consist of robots for industrial factory automation. A lot of research has also gone into service, security and military robots. Many of the applications that fall into the before mentioned categories are mobile robots. For mobile robots to be able to operate safely within their environment they need to be able to estimate their position within that environment. As most environments are dynamic, at least to some extent, a localization system has to be able to cope with that. The system presented in this thesis uses the Adaptive Monte Carlo Localization along with map maintenance method and outlier rejection for localization in dynamic environments. The map maintenance method utilizes so called meta-rooms, re-constructed static structure of rooms, to maintain a map for localization, as it is more reliable to localize against static objects than dynamic. The outlier rejection method filters out laser scan measurements that do not arise from static structures in the environment, these measurements are then used by the localization system along with the maintained map. Experiments were performed on the system in a simulator. In these experiments, the proposed system was compared with the Adaptive Monte Carlo localization without map maintenance or outlier rejection. The results were positive and show that the new system gives less errors than the one it builds upon.

"
"1387713","Robot Manipulation Planning Among Obstacles: Grasping, Placing and Rearranging","['robot manipulation planning', 'sampling-based planning', 'fingertip grasp planning', 'placement planning', 'rearrangement planning']","
this thesis presents planning algorithms for three different robot manipulation tasks: fingertip grasping, object placing and rearranging. herein, we place special attention on addressing these tasks in the presence of obstacles. obstacles are frequently encountered in human-centered environments and constrain a robot's motion and ability to manipulate objects. in narrow shelves, for example, even the common task of pick-and-place becomes challenging. a shelf is difficult to navigate and many potential grasps and placements are inaccessible. hence, to solve such tasks, specialized manipulation planning algorithms are required that can cope with the presence of obstacles.


for fingertip grasping, we first present a framework to learn models that encode which grasps a given dexterous robot hand can reach. these models are then used to facilitate planning and optimization of fingertip grasps. next, we address the presence of obstacles and integrate fingertip grasp and motion planning to generate grasps that are reachable by a robot in complex scenes.


for object placing, we first present an algorithm that plans the placement of a grasped object among obstacles so that a user-given placement objective is maximized. we then extend this algorithm, and incorporate planning in-hand manipulation to increase the set of placements a robot can reach.


lastly, we go beyond pure collision avoidance and study object rearrangement planning. specifically, we consider the special case of non-prehensile rearrangement, where a robot rearranges multiple objects through pushing. first, we present how a kinodynamic motion planning algorithm can be augmented with learned models to rearrange a few target objects among movable and static obstacles. we then present how we can use monte carlo tree search to solve a large-scale rearrangement problem, where a robot is tasked to spatially sort many objects according to a user-assigned class membership.

"
"11592","Robot Task Learning from Human Demonstration","['robotics', 'machine learning', 'artificial intelligence', 'computer vision', 'programming by demonstration', 'grasp mappping', 'grasp recognition', 'robot grasping', 'planning', 'autonomous robots']","
Today, most robots used in the industry are preprogrammed and require a welldefined and controlled environment. Reprogramming such robots is often a costly process requiring an expert. By enabling robots to learn tasks from human demonstration, robot installation and task reprogramming are simplified. In a longer time perspective, the vision is that robots will move out of factories into our homes and offices. Robots should be able to learn how to set a table or how to fill the dishwasher. Clearly, robot learning mechanisms are required to enable robots to adapt and operate in a dynamic environment, in contrast to the well defined factory assembly line.


This thesis presents contributions in the field of robot task learning. A distinction is made between direct and indirect learning. Using direct learning, the robot learns tasks while being directly controlled by a human, for example in a teleoperative setting. Indirect learning, however, allows the robot to learn tasks by observing a human performing them. A challenging and realistic assumption that is decisive for the indirect learning approach is that the task relevant objects are not necessarily at the same location at execution time as when the learning took place. Thus, it is not sufficient to learn movement trajectories and absolute coordinates. Different methods are required for a robot that is to learn tasks in a dynamic home or office environment. This thesis presents contributions to several of these enabling technologies. Object detection and recognition are used together with pose estimation in a Programming by Demonstration scenario. The vision system is integrated with a localization module which enables the robot to learn mobile tasks. The robot is able to recognize human grasp types, map human grasps to its own hand and also evaluate suitable grasps before grasping an object. The robot can learn tasks from a single demonstration, but it also has the ability to adapt and refine its knowledge as more demonstrations are given. Here, the ability to generalize over multiple demonstrations is important and we investigate a method for automatically identifying the underlying constraints of the tasks.


The majority of the methods have been implemented on a real, mobile robot, featuring a camera, an arm for manipulation and a parallel-jaw gripper. The experiments were conducted in an everyday environment with real, textured objects of various shape, size and color.

"
"1609800","Robotic Process Automation in automated GUI testing of Web Applications (Robotic Process Automation i automatiserad GUI-testning av webbapplikationer)","['robotic process automation', 'gui testing', 'test automation', 'software robot', 'web application', 'robotic process automation', 'testautomatisering', 'mjukvarurobot']","
to ensure that the web applications we use in our daily life work as intended, thorough testing is essential. testing of the graphical user interface (gui) is one of the more challenging parts of software testing and is often a manual process. there are several ways to automate gui testing. robotic process automation (rpa), a recent technology where a software robot mimics the actions of a human operator, has been suggested as a method of improving automated gui testing. this thesis study investigates the viability of using an rpa-based approach for automated gui testing of web applications by evaluating how well it compares to a dedicated software tool developed specifically for automated gui testing in terms of performance and user experience. this thesis study presents an rpa-based approach using uipath for testing the gui of web applications and compares it with an approach using selenium ide. to compare the two approaches, a web application provided by sellpy is used as the application under test. a set of test cases is created based on a user-flow analysis. the test cases are implemented using each approach and performance in terms of execution time, number of flaky tests, and code footprint is evaluated for each approach. in addition, a user study is conducted to evaluate and compare the user experience when using each approach. the results show that an rpa-based approach can be used for automated gui testing of web applications. the rpa-based approach managed to achieve the same amount of testing coverage. in terms of performance, the results in this study show that the approach using selenium ide outperforms the rpa- based approach in both execution time and code footprint. on the other hand, the rpa-based approach had fewer number of flaky tests. the test subjects preferred the rpa-based approach, but the study showed that the difference was not statistically significant. based on the results, we draw the conclusion that an rpa-based approach using uipath can be used in automated gui testing of web applications. however, we suggest more research aimed at investigating long-term usage. 

"
"1905784","Robust and generalizable AI for medical image processing","['medical imaging', 'generalization', 'robustness', 'uncertainty']","
artificial intelligence (ai) offers significant potential to enhance the accuracy and efficiency of medical diagnosis, monitoring, and treatment. in ovarian cancer, where 70% of cases are detected only at stage iii or iv, ai-driven tools could enable earlier detection and improve patient outcomes.however, the safety-critical nature of medicine— where even minor errors can have serious consequences—has led to cautious adoption of ai technologies.to integrate ai  into clinical practice, it must not only demonstrate good performance, but also robustness and generalizability across diverse clinical settings.


this thesis investigates the development and evaluation of generalizable and robust ai systems, with a focus on medical image analysis. we begin by addressing key gaps in our understanding of how complexity influences generalization, exploring scaling laws across increasingly complex tasks and analyzing how the performance of foundation models is impacted. foundation models are becoming vital for ai development in medical imaging, particularly in addressing data scarcity challenges. adapting these models for medical applications often demands substantial computational resources, particularly due to their large size. to mitigate these computational demands, we propose an efficient method for adapting the robust representations of large foundation models trained on diverse datasets to specific medical tasks, aiming to make foundation models more accessible for medical use without compromising their effectiveness.


using ovarian cancer as a case study, we develop and rigorously evaluate ai systems for ovarian tumor classification.our systems demonstrate superior performance compared to both non-expert and expert doctors, with a strong emphasis on ensuring accuracy, generalizability across hospitals, and robustness across diverse patient subgroups.we implement a comprehensive evaluation strategy that tests the ai systems in varied clinical settings, ensuring that they maintain high performance.


finally, we explore the integration of ai systems into clinical workflows, with a focus on the development of joint human-ai systems. by designing ai systems that collaborate effectively with healthcare professionals, we aim to enhance diagnostic accuracy, reduce doctors' workloads, and optimize the use of healthcare resources. our collaborative human-ai system is designed to be generalizable across different clinical settings to improve patient care and advance the broader adoption of ai in medical practice, paving the way for more efficient and effective healthcare solutions.

"
"1857944","Robust Classification via Regression for Learning with Noisy Labels","['label noise', 'noisy labels', 'robustness', 'gaussian noise', 'classification', 'log-ratio transform', 'compositional data analysis']","
Deep neural networks and large-scale datasets have revolutionized the field of machine learning. However, these large networks are susceptible to overfitting to label noise, resulting in reduced generalization. To address this challenge, two promising approaches have emerged: i) loss reweighting, which reduces the influence of noisy examples on the training loss, and ii) label correction that replaces noisy labels with estimated true labels. These directions have been pursued separately or combined as independent methods, lacking a unified approach. In this work, we present a unified method that seamlessly combines loss reweighting and label correction to enhance robustness against label noise in classification tasks. Specifically, by leveraging ideas from compositional data analysis in statistics, we frame the problem as a regression task, where loss reweighting and label correction can naturally be achieved with a shifted Gaussian label noise model. Our unified approach achieves strong performance compared to recent baselines on several noisy labelled datasets. We believe this work is a promising step towards robust deep learning in the presence of label noise. Our code is available at: https://github.com/ErikEnglesson/SGN.

"
"1563826","Robust model training and generalisation with Studentising flows","['statistical robustness', 'normalising flows', ""student's t-distribution"", 'outliers', 'resistant statistics', 'generalisation', 'wasp_publications']","
Normalising flows are tractable probabilistic models that leverage the power of deep learning to describe a wide parametric family of distributions, all while remaining trainable using maximum likelihood. We discuss how these methods can be further improved based on insights from robust (in particular, resistant) statistics. Specifically, we propose to endow flow-based models with fat-tailed latent distributions such as multivariate Student's t, as a simple drop-in replacement for the Gaussian distribution used by conventional normalising flows. While robustness brings many advantages, this paper explores two of them: 1) We describe how using fatter-tailed base distributions can give benefits similar to gradient clipping, but without compromising the asymptotic consistency of the method. 2) We also discuss how robust ideas lead to models with reduced generalisation gap and improved held-out data likelihood. Experiments on several different datasets confirm the efficacy of the proposed approach in both regards.

"
"955678","Robustifying SLAM using multiple cameras (Mer robust SLAM med flera kameror)","['slam', 'keyframes', 'robust']","
this master thesis is about modifying a certain monocular visual slam algorithm to address some of its limitations. the slam algorithm is not robust to quick camera motions and input images in which there are few visible features. a second camera and an inertial measurement unit was added to the hardware. then a method for selecting the appropriate camera for tracking depending on the estimated number of features was implemented to solve the issue of few features. experiments and results show that this method works well for slow motions. a gyrometer threshold method along with a motion model to solve the issue of quick motions was implemented and reviewed in this thesis.

"
"1870945","Robustness of Machine Learning algorithms applied to gas turbines (Robusthet av maskininlärningsalgoritmer i gasturbiner)","['gas turbines', 'machine learning', 'deep learning', 'predictive maintenance', 'software sensor', 'data quality', 'cross industry standard process fordata mining (crisp dm)', 'reliability', 'ensemble methods', 'gasturbiner', 'mjukvarusensor', 'datakvalitet', 'cross industry standard process for datamining (crisp dm)', 'ensemble metoder', 'aprendizaje automático', 'aprendizaje profundo', 'mantenimiento predictivo', 'sensor basado en software', 'calidad de datos', 'crisp dm', 'fiabilidad', 'métodos de conjunto']","
this thesis demonstrates the successful development of a software sensor for siemens energy's sgt-700 gas turbines using machine learning algorithms. our goal was to enhance the robustness of measurements and redundancies, enabling early detection of sensor or turbine malfunctions and contributing to predictive maintenance methodologies. the research is based on a real-world case study, implementing the cross industry standard process for data mining (crisp dm) methodology in an industrial setting. the thesis details the process from dataset preparation and data exploration to algorithm development and evaluation, providing a comprehensive view of the development process. this work is a step towards integrating machine learning into gas turbine systems.


the data preparation process highlights the challenges that arise in the industrial application of data-driven methodologies due to inevitable data quality issues. it provides insight into potential future improvements, such as the constraint programming approach used for dataset construction in this thesis, which remains a valuable tool for future research.


the range of algorithms proposed for the software sensor's development spans from basic to more complex methods, including shallow networks, ensemble methods and recurrent neural networks.


our findings explore the limitations and potential of the proposed algorithms, providing valuable insights into the practical application of machine learning in gas turbines. this includes assessing the reliability of these solutions, their role in monitoring machine health over time, and the importance of clean, usable data in driving accurate and satisfactory estimates of different variables in gas turbines. the research underscores that, while replacing a physical sensor with a software sensor is not yet feasible, integrating these solutions into gas turbine systems for health monitoring is indeed possible. this work lays the groundwork for future advancements and discoveries in the field.

"
